reviewId,text
ChZDSUhNMG9nS0VJQ0FnSURGbUp2ek9BEAE,
ChdDSUhNMG9nS0VJQ0FnSUNGaGJqTXNnRRAB,"100% vegan 90% scratch-made Great atmosphere very chill and mellow. The vegan food is great and they have amazing vegan  shakes and ice cream. Would recommend to anyone vegan, vegetarian, or anyone just curious about vegan food and desserts."
ChZDSUhNMG9nS0VJQ0FnSUQ1cG9UektnEAE,Nice Vegan fare. Straightforward dining experience. Can hold a pleasant conversation while enjoying the Chicken fried oyster mushrooms or a vegan Reuben sandwich. The cashewnut ice-cream was wonderful.
ChZDSUhNMG9nS0VJQ0FnSUQ1dkxXMmZnEAE,"The food was great tasting.  The pumpkin praline cheesecake was divine.  Oh and I'm not one to enjoy nachos, but they were fantastic!  Do stop here to eat."
ChdDSUhNMG9nS0VJQ0FnSUQ1dk1TUGl3RRAB,"After over five days of searching through online restaurant recommendations, I was fortunate enough to stumble across Modern Love. I walked the 45 minutes from my hotel and eagerly joined the small gathering of brunch goers waiting for the restaurant to open.

What I liked:
- My first impressions of the venue were very good. Though from the outside it appeared to be small, Modern Love was spacious inside with many seating options from chairs to booths
- The waitress came and offered me a menu right away
- The meal was phenomenal and pure perfection! It was only salad, and yet, it seemed like so much more. Never have I had anything like it and I doubt I will again. The salad was huge to the point that I was a bit overwhelmed when I first saw it. The lettuce was crisp, the croutons were very flavourful, the tofu was moist, the dressing was creamy and slightly tangy. The other toppings complemented the salad perfectly
-The waitress was new, but showed great initiative by offering to ask for clarification from her colleague when she was uncertain of an answer
- Prices were very reasonable
- Washroom was clean
- Parking available out front

What could be improved:
- It took quite awhile for my food to be served. At least 30 minutes, not including the 10 minutes leading up to my order being taken. I was in no hurry so it wasn’t a problem for me but I can imagine that if I was on a fixed 1 hour lunch break, this would have been concerning
- At no point did anyone asked me if I had enjoyed my meal, which was really unfortunate because I absolutely loved my meal
- I was still holding my fork and had probably just swallowed my last bite when the waitress came over and asked if I wanted the bill. Asking if I wanted dessert, which I did, was an afterthought for her. I am not certain if this is how things are done in Omaha though, as this was the second time this happened in the past week.
- There was a dueling music battle going on in the restaurant and it was unpleasant. First there was the restaurant's main speakers and then there was the blaring music from the kitchen. At one point the main speakers were turned off and all I could hear was the kitchen music
- I probably would have ordered soup, but it wasn’t ready. Seeing as how the restaurant opened at 11:30am, they should have started setting up earlier so that it would be part way ready to go by opening
- Not all dessert options are listed on the menu

My meal at Modern Love was by far the best meal I had while visiting Omaha, and I can imagine that if I lived in Omaha I would become a regular."
ChdDSUhNMG9nS0VJQ0FnSUQ1cU9MLV9nRRAB,Service is great. Food is healthy and very delicious.
ChZDSUhNMG9nS0VJQ0FnSUQ1a0pQd0d3EAE,Vegan Food Done Right.  A+
ChdDSUhNMG9nS0VJQ0FnSUM1ajRTdzF3RRAB,One of the best places in Omaha
ChZDSUhNMG9nS0VJQ0FnSUM1NTdmaVZ3EAE,
ChdDSUhNMG9nS0VJQ0FnSUM1eTg3TnZRRRAB,
ChdDSUhNMG9nS0VJQ0FnSUM1MDV6VXhnRRAB,"Very good vegan food. I especially recommend the nachos. The cashew cheese sauce is great!
I don’t recommend the “chicken” tofu sandwich. It was bland."
ChZDSUhNMG9nS0VJQ0FnSUM1X2R1SEZBEAE,"We recently went to Modern Love this past weekend with one of our friends who was visiting from CA, this was our first time trying Modern Love.
We were greeted right as we entered, the staff was super friendly but things started going downhill when we got to our table.

As we were waiting to order I saw a roach crawling up the booth (where our friend was sitting) We wanted to show
him a good time while he was in town and seeing this little bug was the first red flag. I didn’t care too much about it, we were still having a good time but it was concerning. I informed our server of the bug I just killed with the cloth they provided & requested a new one. She apologized for the issue and provided a new cloth, again it wasn’t that big of a deal.

Our friend ordered some appetizers
When it was time to pay, we realized we were charged for the wings we never received. We mentioned this issue to our server, she removed those off our orders. This was red flag number 2

However, the food was sooo good.
Highly recommend getting Roasted Garlic Alfredo with Grilled Portobello

We weren’t too upset about our experience but the service was meh.
It would’ve been nice if the server offer some sort of discount just for the roach issue and forgetting our oder.
I probably wouldn’t come back and dine in for a while.
I am bit bummed out about our first experience because I did want to come back and bring my partner for date night but after what we experienced on  Friday. I’m only doing takeout.
Overall the food is fire AF."
ChZDSUhNMG9nS0VJQ0FnSUM1d2NPckFnEAE,"My family and I stopped in on short notice for dinner. We were pleasantly surprised since vegan cuisine is not our regular go-to for meals. We enjoyed the cauliflower, the ""burger"", and ""chicken"" sandwich immensely. The vibe of the restaurant was perfect for our evening out too. We were able to enjoy each other's company in a relaxed environment while enjoy our meals. A friend who joined us who is vegan thoroughly enjoyed her meal as well saying it was top notch!"
ChZDSUhNMG9nS0VJQ0FnSURaajluMmFREAE,I've been coming to Modern Love for years because of the delicious vegan options.  They are always on top of their food. Love having vegan options in Omaha
ChdDSUhNMG9nS0VJQ0FnSUM1eU0tbmdRRRAB,"Being a midwesterner, I am continually surprised by how delicious vegan food can be. If only I could grill tofu as well as them, I'd go vegetarian as well."
ChdDSUhNMG9nS0VJQ0FnSURadDZYR2pnRRAB,"Used to be a great option for vegan food.  Service and food have gone downhill over the last few years. Menu remains the same with little to no updates, minimal seasonal variety as well. Online ordering system has issues the last several times we’ve utilized. 3-5 day wait for a refund if going that route. Overall better options elsewhere and overly hyped."
ChZDSUhNMG9nS0VJQ0FnSURaM2V1cUF3EAE,"Fantastic vegan food! Been going here for years, love the chicken bacon ranch sandwich, wings, desserts! Can’t really go wrong with anything on the menu! Thanks for being here for us vegans"
ChZDSUhNMG9nS0VJQ0FnSURadVlQR1lREAE,"Best Vegan Food I've ever had, and among the best food I've had anywhere.  Vegan Fine ish dining at its finest."
ChdDSUhNMG9nS0VJQ0FnSURabVl6THd3RRAB,Very cool place with awesome food! The buffalo cauliflower in and of itself is worth coming back for.
ChZDSUhNMG9nS0VJQ0FnSURaM3V2eU5REAE,"One of the best vegan restaurants I’ve ever been too. My wife is Gluten Free and Dairy Free, while I am not, and there is something for everyone on the menu. Don’t let the “vegan nature” of this restaurant scare you from trying something. The Chik’n Bacon Ranch sandwich was delicious, and the nachos were really good (brunch menu)."
ChdDSUhNMG9nS0VJQ0FnSURaanMtODNBRRAB,I expected a little more flavor with the French toast. The other two enjoyed their food. I am not vegan so that is probably why I was not terribly impressed. But at least I tried it. The staff was wonderful and the interior beautiful.
ChdDSUhNMG9nS0VJQ0FnSURaeHY3WmhBRRAB,"The customer service here is outstanding. I emailed with a question regarding ingredients and didn’t really expect an answer, but I received a prompt, detailed and kind answer. I called once and wasn’t able to reach anyone and they called me back! All other interactions service wise have been wonderful too. This is such a rarity! 15/10 on customer service and outstanding food too!!! Highly recommend."
ChZDSUhNMG9nS0VJQ0FnSURaM0syYVhBEAE,"Wonderful inviting atmosphere. Great service, amazing food and drinks!"
ChdDSUhNMG9nS0VJQ0FnSURaektmVXJ3RRAB,"11/22/23 I ordered mushroom fried chicken, extra crispy, and glam chowder. Received my food and walked over to Turner park. Excited to eat, I opened my food and realized that they gave me tofu fried chicken. I don’t eat tofu. Had to walk back across the street to get the correct order. Mushroom wings were hot but soup was now cold. Disappointing. 11/24/23 I ordered buffalo cauliflower Mac n shews. Received my order and this time I checked before I left the restaurant. This time I received just the buffalo cauliflower. Once again, sent the food back to be corrected. Both times the person taking my order, two separate people, made the ticket for the wrong item. I enjoy the atmosphere but perhaps the music is too loud (stretching here). I do know that the visit tonight, the young lady who took my order was probably more concerned about if there was any “mismade” food orders because as she stated to her fellow coworker she needed food. Overall I’m disappointed with the service. The food is good for vegan cuisine in the Midwest but the service used to be a lot better and the employees used to be more attentive. Hopefully the young lady got to eat the cauliflower buffalo wings. :("
ChdDSUhNMG9nS0VJQ0FnSURaNUtySDZ3RRAB,"This place was hype by all the people in the vegan community in Iowa but came here today to get disappointed. The chick bacon and ranch sandwich was the only good thing we had today. Crispy and full of flavor. Potato salad was lacking seasoning. We also got the Parmesan sandwich which was very bland,very thin in size and not crispy at all(fries were good). The French toast with strawberries was lacking flavor. It was just bread with eggs no cinnamon or any flavor not even a strawberry sauce ( the menu says saucy strawberries)just raw strawberries and whipped cream. The last plate was the chick and waffles. This plate was also very bland. The seitan was not crispy and lacking seasoning the waffles  We also ordered a pumpkin shake which was not mixed all the way. The flavor was bland and for $12 was definitely not worth the money. All together we spend about $90 plus tip. Our server was no where to be found. She pretty much took our order and never came back to check on us, the orders servers brought our food out. I think she forgot about our drinks bc they came after our food came out. The restaurant is beautiful but they need to get their kitchen in place. I would come back for the chick bacon ranch sandwich and their fries only."
ChdDSUhNMG9nS0VJQ0FnSURaNk1TVHZnRRAB,"Food was great, the service was spotty. We weren't texted when a table was ready. We had to ask for silvestres. But the staff was nice."
ChZDSUhNMG9nS0VJQ0FnSUNaLTZEdE1BEAE,"Uh may zing!
Vegan deliciousness!"
ChZDSUhNMG9nS0VJQ0FnSUNaemRITERBEAE,Phenomenal vibe
ChZDSUhNMG9nS0VJQ0FnSUNaaWNQRkV3EAE,The Goddess Bowl was delicious!
ChdDSUhNMG9nS0VJQ0FnSUNaOGR1WjJBRRAB,"The food was solid vegan classics (we got the buffalo mac and the chilaquile), and the drinks were fine to good.

The service was poor. We were seated at the only table in our section without cutlery (we took some from the neighboring table), and we were completely done with our appetizers by the time our drinks came out. Our server never bothered to remove our appetizer plate from the table, which made for crowded eating on a small two-top. She also didn't ask us if we wanted dessert (we did), and brought us our check almost literally the minute we finished our food.

All in all, we wouldn't go back. It's uncomfortable to be treated like an inconvenience in a restaurant that's barely half half."
ChZDSUhNMG9nS0VJQ0FnSUNac2J5VUNBEAE,I am not a vegan and generally the people I take to Modern Love are not either. We always find something amazing. They also have gluten free dishes. The whiskey chocolate shake is to die for.
ChdDSUhNMG9nS0VJQ0FnSUNCMlBYQ2h3RRAB,"Review update as of Sept 2023:

This place used to have phenomenal food and service. Two years ago I met my girlfriend here for a first date and we used to be regulars. My girlfriend is vegan and I am vegetarian, so we are familiar with the way good vegan should taste. This place still has a special place in our hearts, but the food quality has gone down considerably. Last night we got two appetizers and two entrees. The mozzarella bites tasted like some sort of foodscience experiment and the marinara was very acidic. My girlfriend got the Reuben Sandwich and three bites in said ""This is really not good."" The sandwich had a hodgepodge of ingredients that didn't go together, and was very dry, very little to no dressing. The bread was mushy too. I got the garlic Alfredo and soldiered through it but the pasta was blatantly overcooked, the Alfredo was done very poorly, and I'm not even convinced there was basil in the pesto. Additionally, the whole dish was served on a bed of fresh arugula and spring mix, which meant the hot pasta and sauce wilted the greens and forced you to have bites that were a mix of bad Alfredo and pseudo-wilted salad greens. The toast was super dry and the grilled portabella mushroom was genuinely burnt beyond recognition. The mushroom was so black and charred, I couldn't even tell it was a mushroom and the flecks of burned mushroom permeated into the entire dish, making it taste like a mess of cashew cream, old spring mix, and grill trap gunk.

That being said, they still nail all the dessert items and the strawberry milkshake was phenomenal. Otherwise it's not worth going unless you're there for just cheesecake and a cocktail.

This place used to be amazing and I'd take my non-vegan friends to show them how great a full-vegan restaurant could be. After last night, I'm embarrassed I paid over $110 for this meal and super disappointed with it.

I realize this is a scathing review, and that is not usually my MO; however, it was so bad I don't think I'll be going back. My best guess is that they hired all-new, ill-trained kitchen staff and the old chef left and was replaced with someone who lied to the owner and promised they could make everything the old chef made (they can't). I say this because the menu items were objectively not well thought-out and the food was not cooked well, so a double whammy there in terms of overall suck.

If you want to go here, just get a cocktail and a cheesecake and spare yourself the waste. Hopefully the quality improves."
ChdDSUhNMG9nS0VJQ0FnSUNadXByWGdRRRAB,
ChZDSUhNMG9nS0VJQ0FnSUNaN0puNFNBEAE,
ChZDSUhNMG9nS0VJQ0FnSUNabEl2d0tBEAE,"I’m not at all a vegan… walked into this place, not knowing it was vegan only…I was amazingly surprised by the brussels sprouts appetizer and the Alfredo dish. The food was amazing. Highly recommend. Pic included but should have not eaten it first. Lol."
ChZDSUhNMG9nS0VJQ0FnSUNaMlBxLUN3EAE,Only complaint would be that the TVs are never on.
ChZDSUhNMG9nS0VJQ0FnSUNabUxUUVNBEAE,Awesome food but not always great value.
ChZDSUhNMG9nS0VJQ0FnSUNaaU9fMGJREAE,"Incredible vegan culinary experience! Such a great hand crafted vegan menu!! Super friendly staff, and great atmosphere to enjoy healthy and delicious vegan fair. Because everything is whole foods and not just substitutes, it does take a bit to get your food, but it is worth the wait. We look forward to coming back and trying more!"
ChdDSUhNMG9nS0VJQ0FnSUNaaU9yNjdRRRAB,Super cool spot. Delicious food and one of the only all-vegan restaurants in Omaha. I would recommend to everyone for a fantastic meal.
ChdDSUhNMG9nS0VJQ0FnSUNaOE5YV3d3RRAB,Best vegan food in the midwest
ChZDSUhNMG9nS0VJQ0FnSURwMTkyeVR3EAE,"My favorite vegan place in town! Creative dishes, excellent flavor, helpful staff. Be sure to mention any nut allergies - they were so careful!!"
ChZDSUhNMG9nS0VJQ0FnSURweDdlM0NnEAE,
ChZDSUhNMG9nS0VJQ0FnSURwaV9yWFhREAE,Dined in today spontaneously. Amazing service from Sam and food was delicious. Highly recommend shakes and everything was vegan!!! Thank you sam for the great recommendations!
ChZDSUhNMG9nS0VJQ0FnSURwN2V2R1ZBEAE,
ChZDSUhNMG9nS0VJQ0FnSURwcmUzbWZ3EAE,
ChZDSUhNMG9nS0VJQ0FnSURwaHNPTkF3EAE,
ChZDSUhNMG9nS0VJQ0FnSUNwXzQ3WFRBEAE,
ChdDSUhNMG9nS0VJQ0FnSUNwajhud3p3RRAB,Absolutely love this place. Started going when they were in their tiny place by oleavers but now they have a bigger spot to cater to their following. Just tried the spinach and feta pastry and it was to die for 10/10 recommend!
ChZDSUhNMG9nS0VJQ0FnSUNwMDYtd1J3EAE,I really hate leaving a non 5-star review on a vegan restaurant but we found the food to be extremely bland. I had heard so many amazing things and ordered all the food that was highly recommended. But we were really quite disappointed with the lack of flavor. I would absolutely give it another shot when back in Omaha!
ChdDSUhNMG9nS0VJQ0FnSUNwaGJEMGtBRRAB,
ChZDSUhNMG9nS0VJQ0FnSUNwMmJlclRREAE,Very good.
ChdDSUhNMG9nS0VJQ0FnSUNwOGNmZHVBRRAB,
ChdDSUhNMG9nS0VJQ0FnSUNwNW9yV3RnRRAB,"One of our favorite restaurants in Omaha. We have had most of the dishes on the menu all excellent. The tofu grilled is extra flavorful and the ""bacon"" is really good too."
ChdDSUhNMG9nS0VJQ0FnSUNweXJ6Q3B3RRAB,
ChZDSUhNMG9nS0VJQ0FnSUNwZ3ZLdFdREAE,
ChZDSUhNMG9nS0VJQ0FnSUNwM043ZElBEAE,Love this place!! Best vegan food in all of Nebraska!
ChZDSUhNMG9nS0VJQ0FnSUNwaks3U0dREAE,
ChZDSUhNMG9nS0VJQ0FnSUN4bWVuRE53EAE,"Liam and Haley are probably the most unprofessional servers I’ve ever seen, was enjoying my food for them to be treating others terrible. Undeserving of their position. Made my food taste terrible."
ChdDSUhNMG9nS0VJQ0FnSUNwMExHTzBnRRAB,10/10 would highly recommend! The cauliflower buffalo wings are delicious! Every single dish I’ve tried has been great aswell!
ChZDSUhNMG9nS0VJQ0FnSURKajhPR01BEAE,"This is a restaurant where you might not notice that it’s also vegan. This is the type of restaurant all vegan restaurants should strive to be. This is the gold standard, this is what 10/10 looks like."
ChdDSUhNMG9nS0VJQ0FnSURKLTRDcTRBRRAB,"I've loved Modern Love even before I was vegan. It's one of my favorite places to indulge for good vegan  food!
I've never had a complaint, I just want to give some feedback :)
One of the staple menu items me and my partner have been ordering throughout us being Modern Love customers, the Philly, has left the menu some months back and we've been sad at it's departure. We have also enjoyed their Turkiclub sandwiches (which may have been limited time), but another staple item that has departed is their breakfast crunch wrap. The crunch wrap left a few months back, as well, or perhaps earlier this year, but we had been ordering it on weekends pretty regularly last fall. My partner asked while picking up an order recently about if the crunch wrap would be coming back, and was told by a staff member it was a very temporary item and made it sound like it wasn't on the menu for more than a short time which definitely was not our personal experience. Our area does not have a great deal of vegan breakfast variety, so we were sad to see a breakfast favorite leave.
We aren't too heartbroken, as we know ML has regularly updated or cycled their menu, but with these menu items gone with seemingly no return any time soon, the times we would have gone to order from ML has reduced quite significantly."
ChZDSUhNMG9nS0VJQ0FnSURKcGE3M2Z3EAE,"Super overpriced and quality is going downhill. I’ve eaten in where we were completely forgotten about for over an hour and our food was either burnt, cold, or missing altogether when it finally came out. I’ve also had it delivered where they didn’t include about $20 worth of items and didn’t bother refunding even though they said they would."
ChZDSUhNMG9nS0VJQ0FnSURKaHFEZUp3EAE,"This is a restaurant where you might not notice that it’s also vegan. This is the type of restaurant all vegan restaurants should strive to be. This is the gold standard, this is what 10/10 looks like.

The only ‘area for improvement’ we encountered is that for Sunday brunch, you can’t order any appetizers until the last hour of them being open, from 2-3pm. At that point, why even have these items on the Sunday brunch menu if they are only offered right before close? You also can’t order desserts, even to-go during this time. So while would think twice about coming for Sunday brunch (get the grits), I would recommend any other time."
ChdDSUhNMG9nS0VJQ0FnSURKdXNHYzB3RRAB,"My first time eating at Modern Love and it was fantastic. It had been on my list for a long time (even before moving to Omaha) and I’m so glad I did. Had the Seitan Beet Rueben sandwich, which was fantastic. Really nice texture and flavor. The side I chose was the potato salad, which is definitely one of the best I’ve had. I was also able to taste the Chickpea Cutlet Parmesan, which was incredible! Very generous portions of food so you won’t be leaving hungry. I look forward to coming back for dinner soon and trying other items on the menu because I saw many others that looked really good. Trust the reviews - this place is the real deal!"
ChdDSUhNMG9nS0VJQ0FnSURKbkpfVS1nRRAB,One of my wife and I's go-to places for date night. Also they take eco stuff pretty seriously. Lots of recycling and composting going on. Plus take-out wares are compostable.
ChZDSUhNMG9nS0VJQ0FnSURKdU9fZVdBEAE,A place with a unique flavor of food. Definitely recommend it.
ChdDSUhNMG9nS0VJQ0FnSURKNFBldHFnRRAB,The only regret here is that we don’t live in Omaha. Best vegan food we’ve had outside of the coast(s). Seriously. Don’t skip the oyster mushroom calamari or any salad (even the lettuce is amazing). Stop reading already and just go. It’s worth it.
ChdDSUhNMG9nS0VJQ0FnSURKNE96bTl3RRAB,
ChZDSUhNMG9nS0VJQ0FnSURKd05feUpnEAE,"We stopped here with our two little doggies and our bunny, they hung out on the lovely lawn while we waited for our super delicious carry out! A must for cross county road tripping vegans! This place is your Midwest oasis!!! Best kale salad and the most luscious grilled tofu ever! Husbear loved his burger and fries!!!"
ChZDSUhNMG9nS0VJQ0FnSUNKNV9QNEt3EAE,"LOVED this restaurant!!! I am still talking about it weeks later after finding this gem on a work trip. Vegan menu is full of immense creativity and executed with a lot of flavor. I like how they offer house made protein options VS fake processed meats/dairy that so many vegan places do. Allergen conscious menu. Atmosphere is lovely and comfortable. Service was on point and helpful. I had the reuben with salad option and potato salad. Reuben was amazing and huge. Salad was super fresh and had a lovely tahini dressing. One of the best meals I have eaten. I was appreciative to get nourishing, healthy, and delicious food while on a work trip."
ChdDSUhNMG9nS0VJQ0FnSUNKLTQ3Y2h3RRAB,"Amazing vegan food. A must stop if you're in Omaha! Even non-vegan eaters enjoyed the food. Lovely atmosphere, great place for a date night."
ChZDSUhNMG9nS0VJQ0FnSUNKaGVMc0VREAE,I ordered two mac & shews bowls and they cost $50. Look at the amount like how stingy could you be in the portioning. Literally took 8 bites and it was gone. Not to mention the wait time was over an hour. The wait time i’ll get over since I’m patient but the food portioning and price? Absolutely not.
ChdDSUhNMG9nS0VJQ0FnSUNKa1pUZ2lRRRAB,The food is absolutely incredible! One the best vegan restaurant I’ve tried ✨
ChZDSUhNMG9nS0VJQ0FnSUNKM29iblV3EAE,
ChdDSUhNMG9nS0VJQ0FnSUNKbnZLYjlnRRAB,
ChZDSUhNMG9nS0VJQ0FnSUNKOXZIOFlREAE,
ChZDSUhNMG9nS0VJQ0FnSUR4LTRTUFJREAE,"If you’re looking for vegan food in Omaha, this place is a gem! I thoroughly enjoyed everything that we ate at our table. Being GF/DF it was such a blessing to be able to go into a restaurant and have so many different options to choose from. The menu is diverse. Will definitely be back again!"
ChdDSUhNMG9nS0VJQ0FnSUR4eThHQXpBRRAB,"Being a vegan this is my all time favorite restaurant in Omaha. Food is fantastic and the menu changes, so you have different options. Try the shakes they are sweet and decadent. The fried chicken tastes so close to the real thing 10/10"
ChZDSUhNMG9nS0VJQ0FnSUR4X2NyZk5BEAE,I'm not vegan or vegetarian. The food was delicious. The food combinations were wonderfully unique. I suggest making a reservation.
ChZDSUhNMG9nS0VJQ0FnSUR4clp6X1JnEAE,"I visited Modern Love twice while I was visiting Nebraska. First, I had their Chick’n Bacon Ranch & it was filled with so much flavor! So delicious. Then, I had their Buffalo Mac & Chews - equally as delicious, if not better. The atmosphere of the restaurant is inviting & fun! I was so tempted to get a boozy milkshake lol maybe next time!"
ChdDSUhNMG9nS0VJQ0FnSUR4OWRTNTFnRRAB,"This was some of the best food I’ve ever had! I can’t wait to come back. Great drinks, atmosphere, and friendly staff."
ChdDSUhNMG9nS0VJQ0FnSUR4bFpmbjlnRRAB,"Have visited a handful of times now, & the food is pretty amazing! I am a meat eater but love trying different things and this place does amazing job at making things taste like meat!
The wait staff & bartenders are nice but this is where I think this place is lacking. Most wait staff are lacking in the basics. I usually only see my waiter when I order and when we get the check. Don't usually get refills or just checking on how we're doing mid meal.
Most staff I've had aren't very knowledgeable on the menu nor very passionate on the food. I don't get a whole lot of excitement.
But anyways just my feedback. None of this are deal breakers as I still plan to frequently visit because the food is that good!"
ChZDSUhNMG9nS0VJQ0FnSUR4anNDZk9nEAE,
ChZDSUhNMG9nS0VJQ0FnSUR4MXUyZ1ZnEAE,"Such an amazing Vegan spot!! I wish I lived closer so I could go more often. Service was pleasant, drinks and food were an explosion of flavor and texture!!"
ChZDSUhNMG9nS0VJQ0FnSUR4NHZpMUNBEAE,"Some of the best vegan food I have had ever. I got the seitan beet Reuben and it was delicious! Great fries. I ordered the spiked butterfly lemonade, then I ordered another."
ChZDSUhNMG9nS0VJQ0FnSUR4b3ZxNEtREAE,This place was so amazing and delicious I will definitely come back over and over again
ChZDSUhNMG9nS0VJQ0FnSUR4X0tXZkdnEAE,
ChZDSUhNMG9nS0VJQ0FnSUR4M01lQ0NBEAE,"Food was okay, lacking seasoning. First place I know that charged for hit sauce."
ChdDSUhNMG9nS0VJQ0FnSUR4M0x2TTBRRRAB,"Burger was great. Kale ceasar salad was good. Had to return original because of wilted, turned lettuce. Tofu chicken add to salad was a bit dry. Recommend this place!"
ChZDSUhNMG9nS0VJQ0FnSUR4NVBETE9nEAE,
ChdDSUhNMG9nS0VJQ0FnSUR4c1BTN193RRAB,"We loved our first visit about 6 years ago at the former location. This had the potential to be another good experience. Unfortunately, the waitstaff didn't share with us which items they were out of. For context, it wasn't a weekend; it was a Monday evening at 7 p.m. Being a relatively small menu, it happened that the top three items we chose were not available. We ordered anyway, with much less enthusiasm. And those lower expectations were met. Nachos are fine. The Reuben sandwich was also fine. The potato salad has either brown mustard or horseradish, so it's not for everyone. We ended up taking most of it home for the friend who couldn't make the dine-in experience with us. 😬 We'd like to go again, but we will definitely be caing first. I had driven in from Texas to visit my friend, and this was a special meal, being both of our 40th birthdays. Bummed, but it happens."
ChZDSUhNMG9nS0VJQ0FnSUN4aDU3d2Z3EAE,Amazing vegan desserts! I will likely come back to this place when I'm in town again.
ChdDSUhNMG9nS0VJQ0FnSUN4X2ZQNWtRRRAB,"Very trendy, vibrant restaurant with really great vegetarian and vegan options."
ChZDSUhNMG9nS0VJQ0FnSUN4bmJ2dkp3EAE,Food feels like it tastes better every time I go.
ChZDSUhNMG9nS0VJQ0FnSUN4N1l6RkF3EAE,Delicious!!
ChdDSUhNMG9nS0VJQ0FnSUN4amNUV3JRRRAB,"Great food, and excellent service."
ChdDSUhNMG9nS0VJQ0FnSUN4OWFXdDdRRRAB,
ChdDSUhNMG9nS0VJQ0FnSUN4OWJUMTVRRRAB,"Very poor service. Before leaving, we asked the server for a box because we did not eat over 50% of our meal. We walked out of the restaurant and accidentally forgot the box so immediately returned only to be informed our server had put our takeaway box in the trash. Unsure what the logic was with this? No apology was provided and the restaurant did not compensate for their error. If you make a mistake that’s acceptable but when you don’t own up to it and rectify the error it’s unacceptable and results in lost business. We won’t be returning or recommending this restaurant to others."
ChdDSUhNMG9nS0VJQ0FnSUNlLWJlRTB3RRAB,Head chef really made my experience pleasant and the staff makes you feel like it’s home! The food too best vegan spot in town…
ChZDSUhNMG9nS0VJQ0FnSUN4bHR2WFJ3EAE,
ChZDSUhNMG9nS0VJQ0FnSUN4OHRuZ1RnEAE,Always delicious
ChZDSUhNMG9nS0VJQ0FnSUN4NG9uektREAE,"BEST VEGAN RESTAURANT EVER!!! It’s SO good, every time someone visits me I take them here. The food is outstanding, I loveee the chicken sandwich. The fries are delicious, and the shakes are amazing if you have room for desert! They have great tea, coffee, and cocktails too. I’ve never had a bad meal here."
ChdDSUhNMG9nS0VJQ0FnSURXazZQb3RRRRAB,"Everyone's been raving about this restaurant and as much as I love meat I did not miss it in the mac and cheese meal. I think there was like a breaded fried tofu. At least that's what it looked like but it tasted amazing. I will definitely be eating there again.

So Google asked me to update my post. I have since had the eggplant parmesan and it was great. I also had a vanilla shake and enjoyed it too."
ChZDSUhNMG9nS0VJQ0FnSUN4aE1IdVBREAE,"Extremely impressed with this vegan restaurant. The seitan wings were exceptional without trying too hard to be ""chicken"". I also got the fried mushroom entree and was impressed. The shakes are extremely rich."
ChZDSUhNMG9nS0VJQ0FnSURHcTRHckp3EAE,
ChZDSUhNMG9nS0VJQ0FnSURSdi1xNmVnEAE,"Last night, my bestie and I came in to celebrate her birthday dinner.  We had a such fantastic experience with it being her first time. We had a really great start to the dinner with some Firecracker Broccoli and Fried Mozzarella. The Firecracker Broccoli was fantastic and super crispy and crunchy in all the right ways with just enough spice to flavor not burn you out. However  all of the flavors on the plate balanced nicely. The Fried Mozzarella balls, will replace any idea of what vegan cheese in your mind is with this forever. Creamy and smooth but encased in the most delicious crunchy goodness that has never tasted better than these. They’re so good you’ll forget they are even vegan and with the perfect marinara to balance their richness.

For entrees, I had the Roasted Garlic Alfredo with a Chickpea Cutlet and she had the Chickpea Cutlet Parmesan. All I can recommend over and over again is the Chickpea Cutlet will totally make you happy in so many ways. It’s chewy, crispy and smooth all in the same bite when mixed the Roasted Garlic Alfredo and Pesto and the Pepita Parmesan was a fun texture twist. All of the perfect textures combine with the most amazing of flavors so good you’ll become pressed to want to think about things any other way. The sandwich was on the softest of ciabatta’s combined again with some of the heavenly mozzarella and pesto again to make a sandwich so good that you’ll wish you can forget chicken Parmesan, and enjoy this instead.

When it came down to dessert it was a truly tough choice but ultimately we decided on the PB Candy Bar Cheesecake slice. This has become my new favorite dessert from the first time I had it and it’s worth every decadent, delicious and  Bestie was so happy with this choice! The Peanut Butter and chocolate will lose you in their world of how desserts should be. Just enough sweet to balance the chocolate and with the lightest whipped coconut cream you’ve ever had.

Overall we can’t wait to come back for another experience, the food was amazing and the experience was sublime. Madeline our server, was an absolute doll and gave great recommendations and made an overall great experience so much better. This place has cemented as one of my favorite Vegan go to restaurants"
ChdDSUhNMG9nS0VJQ0FnSURSNzZiRm5nRRAB,Excellent vegan food. The nachos were the best. Great service as well.
ChdDSUhNMG9nS0VJQ0FnSURScl9mTTZBRRAB,Enjoy this place a lot.   Vegan in Nebraska must be difficult!
ChdDSUhNMG9nS0VJQ0FnSURScTdtODlnRRAB,Goddess Bowl was awesome layers and layer s of rich earthy flavors. Complex creams and mushroom enhanced by the fresh bite of kale. Delicately treatment of tofu and sharp charred mushroom. Treat yourself!!!
ChZDSUhNMG9nS0VJQ0FnSURSOWN2ZlJnEAE,"The ultimate vegan experience. Ambiance was perfect, Vivian our server was outstanding and I have never had better vegan food. Your chef is a master. Be back soon!"
